,IdEmployee,EmployeeNumber,Age,DateBirth,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
385,385,"346,0",30,1994,No,travel_rarely,665.0,15,3,no-data,3,Male,60.0,3,1, Research Scientist ,4,no-data,22673.0,1,No,19,3,1,0,"6,0",1,3,6,1,5,False
386,386,"384,0",27,1997,No,no-data,1479.0,1,3,no-data,3,Female,84.0,3,2, Manufacturing Director ,2,no-data,26767.0,1,No,20,4,1,1,"6,0",6,1,6,1,4,False
387,387,"498,0",29,1995,No,no-data,304.0,9,4,Life Sciences,2,Male,92.0,3,2, Sales Executive ,4,Single,20750.0,1,No,16,3,4,0,no-data,1,3,7,0,7,True
388,388,"551,0",43,1981,No,travel_frequently,1368.0,30,4,Technical Degree,4,Female,80.0,2,2, Healthcare Representative ,4,Married,4386.0,0,No,11,3,4,3,"7,0",4,4,6,0,4,True
389,389,"604,0",32,1992,No,travel_rarely,828.0,2,1,Life Sciences,2,Male,77.0,3,2, Sales Executive ,4,no-data,8346.0,4,Yes,13,3,3,0,"10,0",2,4,6,0,5,True
390,390,"626,0",38,1986,No,non-travel,142.0,9,4,no-data,1,Male,69.0,3,3, Sales Executive ,2,Divorced,24666.0,1,No,13,3,4,1,"9,0",6,3,9,7,7,False
391,391,"644,0",51,1973,No,no-data,1246.0,3,3,no-data,1,Male,99.0,3,5, Manager ,2,Married,7999.0,1,No,11,3,3,1,no-data,2,3,32,10,7,False
392,392,"649,0",35,1989,No,no-data,254.0,1,2,Life Sciences,2,Male,83.0,2,1, Research Scientist ,4,no-data,22794.0,1,Yes,13,3,4,1,"6,0",3,3,6,1,3,True
393,393,"714,0",28,1996,No,travel_frequently,1410.0,3,1,Medical,4,Female,71.0,4,2, Sales Executive ,4,no-data,16673.0,1,no-data,20,3,2,2,no-data,3,3,6,0,4,False
394,394,"781,0",26,1998,No,no-data,883.0,42,1,no-data,4,Female,32.0,3,2, Sales Executive ,4,Single,22807.0,1,No,23,4,2,0,"6,0",5,2,6,1,4,False
395,395,"804,0",35,1989,No,no-data,121.0,2,4,no-data,3,Female,86.0,2,1, Research Scientist ,1,no-data,7530.0,1,no-data,11,3,3,0,"6,0",3,3,6,1,3,True
396,396,"856,0",36,1988,No,no-data,1343.0,16,1,Medical,1,Female,53.0,2,1, Research Scientist ,1,no-data,17852.0,1,no-data,11,3,4,0,"6,0",3,2,6,1,1,False
397,397,"998,0",34,1990,No,no-data,827.0,1,4,no-data,3,Female,84.0,4,2, Healthcare Representative ,2,Married,20161.0,1,Yes,13,3,1,1,no-data,2,3,6,1,2,True
398,398,"1120,0",30,1994,No,no-data,1107.0,28,4,Life Sciences,3,Female,93.0,3,1, Research Scientist ,4,Divorced,26968.0,4,No,22,4,1,1,"11,0",1,3,7,1,7,False
399,399,"1143,0",30,1994,No,travel_frequently,490.0,10,3,no-data,4,Female,61.0,3,1, Research Scientist ,2,Divorced,17940.0,0,No,14,3,4,2,"8,0",2,2,7,1,1,True
400,400,"1251,0",32,1992,No,travel_rarely,1332.0,11,2,no-data,3,Male,80.0,3,2, Healthcare Representative ,1,Married,17089.0,1,Yes,12,3,4,0,"6,0",2,2,6,0,1,False
401,401,"1438,0",48,1976,No,travel_rarely,465.0,1,3,no-data,1,Male,74.0,3,1, Research Scientist ,4,no-data,10205.0,7,No,12,3,3,1,"17,0",2,2,6,1,2,True
402,402,"1574,0",33,1991,No,no-data,1200.0,1,4,no-data,4,Male,45.0,3,2, Research Scientist ,1,Married,25174.0,4,no-data,14,3,2,1,"9,0",3,2,6,1,2,True
403,403,"1671,0",33,1991,No,no-data,977.0,2,3,Medical,4,Male,45.0,3,2, Research Scientist ,2,Divorced,25518.0,0,No,13,3,3,2,"10,0",4,2,9,1,6,True
404,404,"94,0",30,1994,No,travel_rarely,1328.0,2,3,Life Sciences,3,Male,76.0,3,1, Research Scientist ,2,Married,4956.0,0,No,23,4,4,1,no-data,3,3,5,0,4,False
405,405,"112,0",57,1967,No,no-data,319.0,13,3,no-data,4,Male,53.0,1,3, Manufacturing Director ,4,no-data,21698.0,4,No,11,3,1,0,"37,0",3,2,6,0,2,True
406,406,"129,0",29,1995,No,no-data,120.0,4,3,Medical,2,Male,43.0,3,2, Sales Executive ,3,no-data,8863.0,1,no-data,15,3,2,0,"5,0",3,4,5,0,4,True
407,407,"142,0",26,1998,Yes,travel_rarely,240.0,5,3,no-data,3,Male,46.0,2,2, Sales Executive ,3,Single,26959.0,1,Yes,11,3,4,0,no-data,1,3,6,0,3,True
408,408,"161,0",57,1967,Yes,no-data,441.0,14,4,Life Sciences,2,Female,72.0,3,1, Research Scientist ,2,no-data,4510.0,9,no-data,18,3,1,3,"7,0",2,3,5,4,3,True
409,409,"164,0",27,1997,No,no-data,841.0,6,3,no-data,3,Female,46.0,2,1, Research Scientist ,2,Married,23300.0,1,no-data,19,3,3,0,"5,0",3,2,5,4,3,False
410,410,"190,0",33,1991,Yes,no-data,1033.0,9,3,Medical,1,Female,41.0,3,1, Laboratory Technician ,1,no-data,10224.0,7,No,22,4,1,0,no-data,2,4,5,0,4,False
411,411,"194,0",31,1993,No,travel_rarely,408.0,18,3,Life Sciences,1,Female,75.0,3,1, Research Scientist ,3,Single,23910.0,1,No,14,3,3,0,no-data,4,2,5,0,4,True
412,412,"226,0",51,1973,No,travel_rarely,1452.0,11,3,no-data,3,Female,53.0,3,5, Manager ,2,no-data,17053.0,3,no-data,15,3,2,0,no-data,5,3,5,4,4,False
413,413,"231,0",33,1991,No,no-data,120.0,6,5,Life Sciences,3,Male,43.0,3,1, Research Scientist ,3,no-data,12430.0,3,No,20,4,1,0,"8,0",2,3,5,1,4,False
414,414,"240,0",46,1978,No,travel_rarely,1268.0,4,2,no-data,3,Female,30.0,3,2, Sales Executive ,1,no-data,6319.0,4,no-data,11,3,1,1,"9,0",3,4,5,0,3,False
415,415,"262,0",44,1980,No,no-data,408.0,7,3,no-data,4,Male,37.0,4,1, Research Scientist ,4,Divorced,5228.0,4,No,14,3,4,3,"7,0",3,4,5,2,2,True
416,416,"283,0",30,1994,Yes,no-data,121.0,27,3,Marketing,2,Female,35.0,3,3, Sales Executive ,4,Married,24525.0,1,no-data,22,4,4,3,"10,0",3,2,10,1,9,True
417,417,"308,0",32,1992,No,non-travel,556.0,1,4,Medical,3,Male,90.0,1,2, Manufacturing Director ,3,no-data,4381.0,0,no-data,12,3,4,1,"6,0",2,3,5,1,4,True
418,418,"325,0",34,1990,Yes,no-data,813.0,14,3,no-data,3,Male,58.0,3,1, Laboratory Technician ,4,Married,22149.0,5,Yes,13,3,3,1,"8,0",2,1,5,0,4,False
419,419,"355,0",32,1992,Yes,no-data,307.0,29,2,no-data,3,Male,71.0,2,1, Laboratory Technician ,2,no-data,11652.0,0,No,11,3,2,0,no-data,2,4,5,1,4,True
420,420,"378,0",38,1986,No,no-data,228.0,6,4,no-data,3,Male,46.0,3,2, Sales Executive ,4,no-data,22825.0,4,No,14,3,2,1,no-data,5,4,5,0,1,True
421,421,"449,0",28,1996,No,non-travel,210.0,1,1,Marketing,3,Male,73.0,3,2, Sales Executive ,2,no-data,22107.0,0,Yes,13,3,4,1,no-data,0,3,5,1,4,True
422,422,"466,0",42,1982,No,travel_rarely,483.0,6,3,no-data,4,Male,32.0,2,2, Manufacturing Director ,2,Single,10110.0,6,Yes,15,3,4,0,no-data,3,3,5,1,2,True
423,423,"486,0",38,1986,No,travel_rarely,921.0,10,3,Medical,3,Female,98.0,3,1, Laboratory Technician ,1,no-data,17663.0,6,No,20,4,2,1,no-data,3,3,5,0,3,True
424,424,"492,0",41,1983,Yes,no-data,575.0,22,2,no-data,2,Male,68.0,2,2, Sales Executive ,3,no-data,6110.0,2,Yes,12,3,1,2,"8,0",6,3,6,1,0,True
425,425,"505,0",56,1968,No,no-data,1311.0,2,3,no-data,3,Female,97.0,3,4, Manager ,4,Single,23258.0,2,Yes,13,3,3,0,no-data,2,3,5,1,2,False
426,426,"510,0",27,1997,Yes,travel_frequently,575.0,3,1,no-data,3,Male,73.0,3,1, Research Scientist ,1,no-data,6582.0,0,no-data,22,4,3,0,no-data,2,3,6,0,4,True
427,427,"527,0",26,1998,No,no-data,891.0,4,2,no-data,2,Female,99.0,2,2, Sales Executive ,4,Single,12090.0,1,Yes,11,3,2,0,"5,0",3,3,5,1,3,False
428,428,"547,0",43,1981,No,travel_frequently,532.0,12,2,no-data,1,Female,92.0,3,2, Research Scientist ,3,no-data,12932.0,2,No,11,3,2,1,"19,0",3,3,5,0,2,False
429,429,"548,0",31,1993,No,travel_rarely,317.0,2,3,Life Sciences,3,Female,43.0,1,2, Manufacturing Director ,4,no-data,24793.0,2,No,20,4,3,0,"11,0",2,3,5,0,2,True
430,430,"577,0",36,1988,No,travel_rarely,144.0,22,3,Life Sciences,4,Male,46.0,1,1, Laboratory Technician ,3,Single,19225.0,0,No,15,3,3,0,no-data,2,3,5,4,3,False
431,431,"679,0",33,1991,No,travel_rarely,646.0,9,4,no-data,1,Female,92.0,3,2, Research Scientist ,4,Married,18089.0,1,no-data,12,3,4,1,"6,0",2,3,6,0,5,False
432,432,"785,0",48,1976,Yes,no-data,719.0,27,2,Life Sciences,2,Female,77.0,4,2, Sales Executive ,3,no-data,10339.0,4,Yes,12,3,4,0,"8,0",2,3,5,1,3,False
433,433,"861,0",31,1993,No,travel_frequently,1012.0,5,4,Life Sciences,2,Male,42.0,2,1, Research Scientist ,4,Divorced,2373.0,9,No,12,3,2,1,"10,0",3,2,5,0,3,True
434,434,"864,0",46,1978,No,no-data,930.0,9,3,Marketing,4,Male,74.0,3,3, Sales Executive ,1,Divorced,19239.0,4,Yes,12,3,3,1,"18,0",2,3,5,0,2,False
435,435,"878,0",37,1987,No,travel_rarely,1278.0,8,3,Life Sciences,1,Male,77.0,2,1, Human Resources ,1,no-data,8635.0,0,no-data,21,4,3,0,no-data,3,3,5,0,3,True
436,436,"895,0",32,1992,No,no-data,1222.0,11,4,no-data,4,Male,48.0,3,1, Research Scientist ,4,no-data,14871.0,3,no-data,19,3,2,1,no-data,2,3,6,0,2,True
437,437,"900,0",38,1986,No,travel_frequently,1231.0,21,2,Medical,3,Female,54.0,3,1, Sales Representative ,4,Married,21222.0,5,no-data,15,3,2,1,no-data,3,3,5,0,0,False
438,438,"936,0",43,1981,No,no-data,462.0,14,2,no-data,3,Female,68.0,2,2, Sales Executive ,3,no-data,7824.0,7,no-data,17,3,1,0,no-data,6,3,5,0,3,True
439,439,"997,0",51,1973,No,no-data,982.0,1,2,Medical,4,Male,66.0,3,4, Research Director ,4,Divorced,6615.0,9,No,22,3,3,1,"32,0",1,2,5,1,3,True
440,440,"1048,0",60,1964,No,travel_rarely,1089.0,1,2,no-data,2,Male,66.0,3,3, Manager ,4,no-data,11038.0,3,Yes,14,3,3,1,"14,0",1,1,6,0,4,True
441,441,"1071,0",57,1967,No,no-data,1240.0,9,3,Medical,1,Female,63.0,3,1, Research Scientist ,3,Married,12154.0,2,No,19,3,2,1,"18,0",4,3,5,0,3,False
442,442,"1116,0",49,1975,No,no-data,1262.0,1,4,no-data,1,Male,35.0,4,4, Manager ,4,Single,16154.0,2,No,22,3,3,0,no-data,3,2,5,2,1,True
443,443,"1132,0",40,1984,No,no-data,439.0,9,3,Life Sciences,3,Male,70.0,3,2, Laboratory Technician ,2,Single,8770.0,9,No,15,3,3,0,"9,0",2,2,5,0,3,False
444,444,"1171,0",43,1981,No,travel_rarely,647.0,4,4,Marketing,2,Male,45.0,3,2, Sales Executive ,1,Single,2253.0,7,No,13,3,4,0,no-data,3,3,6,1,5,False
445,445,"1200,0",45,1979,Yes,no-data,1097.0,10,4,no-data,3,Male,96.0,3,1, Research Scientist ,3,Single,10826.0,1,Yes,11,3,3,0,"6,0",4,3,6,0,2,False
446,446,"1202,0",30,1994,No,travel_rarely,942.0,15,1,no-data,2,Female,69.0,1,1, Research Scientist ,4,Married,26933.0,0,Yes,18,3,1,1,"6,0",2,2,5,1,3,False
447,447,"1245,0",55,1969,No,travel_frequently,966.0,1,4,no-data,4,Female,53.0,3,3, Manufacturing Director ,3,no-data,9659.0,7,No,17,3,1,1,"33,0",2,1,5,1,4,False
448,448,"1280,0",47,1977,No,no-data,168.0,4,2,no-data,4,Female,33.0,2,5, Manager ,2,Married,9946.0,2,no-data,14,3,3,1,no-data,2,3,11,0,8,True
449,449,"1309,0",33,1991,Yes,travel_rarely,1089.0,7,2,Life Sciences,4,Male,79.0,3,2, Laboratory Technician ,3,no-data,22845.0,1,no-data,18,3,1,1,no-data,3,3,10,1,1,True
450,450,"1374,0",35,1989,No,non-travel,999.0,26,1,no-data,1,Female,92.0,2,1, Research Scientist ,3,Divorced,15891.0,1,No,20,4,3,3,"5,0",2,3,5,0,0,True
451,451,"1390,0",40,1984,No,travel_rarely,1498.0,21,4,no-data,1,Male,44.0,2,2, Sales Executive ,4,Married,3567.0,3,no-data,12,3,4,2,"8,0",2,4,5,1,4,False
452,452,"1395,0",34,1990,No,no-data,1111.0,41,1,Life Sciences,4,Male,61.0,3,2, Sales Executive ,4,Married,19293.0,6,no-data,13,3,1,0,"8,0",2,4,5,1,2,True
453,453,"1397,0",40,1984,No,non-travel,1485.0,25,2,no-data,3,Male,71.0,3,3, Healthcare Representative ,3,no-data,3449.0,3,No,21,4,2,1,"13,0",2,3,6,0,5,False
454,454,"1409,0",53,1971,No,travel_rarely,258.0,8,4,Other,3,Female,54.0,3,1, Laboratory Technician ,1,Married,17363.0,9,No,13,3,3,0,"12,0",2,1,5,0,4,True
455,455,"1425,0",37,1987,No,no-data,1174.0,3,4,no-data,1,Female,99.0,3,2, Sales Executive ,2,Single,20763.0,3,Yes,16,3,4,0,"15,0",3,3,5,0,1,True
456,456,"1435,0",37,1987,No,no-data,172.0,47,4,Life Sciences,4,Male,46.0,2,2, Laboratory Technician ,4,Single,22604.0,1,no-data,16,3,3,0,"10,0",2,2,10,1,8,True
457,457,"1445,0",25,1999,No,travel_rarely,589.0,4,1,no-data,4,Female,42.0,3,2, Sales Executive ,3,Married,15211.0,1,Yes,12,3,3,2,no-data,3,3,5,0,3,True
458,458,"1469,0",29,1995,No,no-data,866.0,5,3,no-data,4,Male,46.0,3,2, Sales Executive ,1,Single,23490.0,0,no-data,18,3,4,0,no-data,4,3,5,1,3,True
459,459,"1503,0",48,1976,No,travel_rarely,571.0,14,3,Medical,3,Female,46.0,3,2, Sales Executive ,3,Married,24200.0,3,no-data,17,3,3,1,no-data,4,2,5,1,2,True
460,460,"1534,0",41,1983,Yes,no-data,676.0,9,4,Life Sciences,4,Male,86.0,3,1, Laboratory Technician ,1,Single,21831.0,3,no-data,14,3,2,0,"15,0",3,1,5,1,0,False
461,461,"1546,0",46,1978,No,travel_rarely,950.0,49,3,Technical Degree,4,Male,97.0,3,1, Research Scientist ,4,Married,4585.0,4,No,20,4,4,1,no-data,3,3,5,0,3,True
462,462,"1548,0",41,1983,No,travel_rarely,1342.0,9,2,no-data,1,Male,47.0,3,2, Sales Executive ,1,no-data,19345.0,0,no-data,12,3,4,0,no-data,5,4,8,7,1,True
463,463,"1598,0",41,1983,No,no-data,118.0,14,2,Life Sciences,4,Female,84.0,3,2, Sales Executive ,1,Married,11262.0,1,No,15,3,3,1,"5,0",2,3,5,1,2,True
464,464,"1599,0",44,1980,No,no-data,990.0,27,3,no-data,4,Male,87.0,4,1, Laboratory Technician ,2,Divorced,5855.0,5,no-data,12,3,3,1,no-data,0,3,6,0,2,False
465,465,"1609,0",31,1993,No,no-data,241.0,7,3,no-data,2,Male,48.0,2,1, Research Scientist ,2,no-data,5348.0,1,No,12,3,2,1,"6,0",3,2,6,1,1,True
466,466,"1638,0",39,1985,No,no-data,319.0,2,2,no-data,4,Female,54.0,2,3, Manufacturing Director ,3,no-data,14199.0,3,no-data,19,3,4,1,"10,0",6,4,5,0,2,True
467,467,"1640,0",38,1986,No,travel_rarely,1470.0,10,3,no-data,2,Female,71.0,3,1, Research Scientist ,2,Married,9953.0,1,no-data,11,3,1,1,"8,0",2,1,8,7,7,False
468,468,"1664,0",37,1987,No,travel_rarely,1040.0,11,2,Life Sciences,1,Male,79.0,4,2, Healthcare Representative ,1,Divorced,26308.0,6,No,20,4,1,1,"13,0",3,3,5,0,4,True
469,469,"1684,0",24,2000,Yes,travel_rarely,1320.0,8,1,Medical,4,Male,93.0,2,1, Laboratory Technician ,3,Single,20586.0,1,no-data,11,3,1,0,"5,0",2,3,5,1,2,True
470,470,"1704,0",36,1988,No,no-data,146.0,2,4,no-data,1,Male,79.0,2,1, Research Scientist ,4,no-data,13970.0,0,Yes,14,3,3,0,"6,0",2,4,5,1,4,True
471,471,"1736,0",32,1992,No,travel_frequently,163.0,24,1,Technical Degree,4,Female,30.0,3,2, Manufacturing Director ,4,Single,6670.0,2,no-data,20,4,4,0,"9,0",3,2,5,1,4,True
472,472,"1782,0",39,1985,No,travel_rarely,1153.0,6,2,Other,4,Female,40.0,2,1, Laboratory Technician ,3,Married,16376.0,1,No,11,3,2,1,"5,0",3,3,5,0,4,True
473,473,"1826,0",36,1988,No,no-data,185.0,23,4,Medical,2,Male,91.0,1,1, Laboratory Technician ,3,Married,9696.0,0,no-data,16,3,2,1,"6,0",2,4,5,0,3,True
474,474,"1850,0",28,1996,No,travel_frequently,1297.0,48,2,no-data,4,Female,79.0,3,1, Laboratory Technician ,4,Single,19826.0,0,Yes,14,3,3,0,"6,0",3,2,5,0,2,True
475,475,"1909,0",42,1982,No,no-data,337.0,8,3,no-data,3,Female,54.0,3,2, Sales Executive ,2,no-data,26841.0,5,No,21,4,3,1,"14,0",3,3,5,1,4,True
476,476,"1924,0",34,1990,No,travel_rarely,217.0,15,4,Marketing,2,Male,43.0,3,2, Sales Executive ,3,Single,10410.0,1,No,14,3,2,0,no-data,2,2,10,0,9,False
477,477,"1941,0",50,1974,No,no-data,1064.0,2,1,Life Sciences,2,Male,42.0,3,5, Research Director ,4,Married,13738.0,3,No,15,3,4,0,"28,0",3,3,5,4,3,False
478,478,"1949,0",37,1987,No,non-travel,1351.0,9,4,no-data,1,Male,66.0,4,1, Laboratory Technician ,2,no-data,9238.0,1,No,22,4,2,0,"5,0",3,3,5,0,2,True
479,479,"27,0",37,1987,Yes,travel_rarely,1218.0,9,4,Life Sciences,3,Male,82.0,2,1, Sales Representative ,1,Single,6986.0,7,No,23,4,2,0,no-data,4,3,5,0,3,False
480,480,"46,0",44,1980,No,travel_rarely,1273.0,2,2,Medical,4,Female,72.0,4,1, Research Scientist ,3,no-data,21923.0,1,No,12,3,4,2,"6,0",3,2,5,1,4,False
481,481,"52,0",34,1990,No,travel_frequently,1141.0,18,3,Life Sciences,1,Female,42.0,4,2, Sales Executive ,1,Married,3193.0,2,No,19,3,1,2,no-data,3,3,5,1,3,False
482,482,"68,0",45,1979,No,no-data,1488.0,1,5,Marketing,2,Female,75.0,3,2, Sales Executive ,1,no-data,4009.0,5,no-data,21,4,3,1,"9,0",2,2,4,1,3,False
483,483,"79,0",39,1985,No,no-data,653.0,29,5,Life Sciences,4,Female,50.0,3,2, Laboratory Technician ,4,Single,5456.0,1,No,11,3,4,0,"10,0",2,3,10,9,9,True
484,484,"80,0",51,1973,No,no-data,989.0,7,2,Medical,2,Female,43.0,2,5, Research Director ,3,Divorced,16701.0,5,no-data,12,3,4,1,no-data,2,2,27,13,8,False
485,485,"91,0",60,1964,No,travel_frequently,1225.0,1,1,no-data,1,Female,57.0,2,2, Sales Executive ,3,Single,24668.0,7,No,11,3,4,0,"20,0",2,2,4,1,3,False
486,486,"119,0",41,1983,No,travel_frequently,530.0,1,4,Life Sciences,3,Male,78.0,2,4, Healthcare Representative ,2,Married,14115.0,1,No,22,4,4,1,"22,0",3,2,22,11,11,False
487,487,"126,0",55,1969,No,travel_rarely,1217.0,2,4,Technical Degree,1,Female,60.0,3,3, Research Director ,3,no-data,24001.0,9,No,12,3,1,1,"16,0",5,1,4,0,3,False
488,488,"148,0",55,1969,No,non-travel,142.0,26,3,no-data,4,Female,88.0,4,4, Manager ,4,Single,13871.0,2,no-data,12,3,3,0,no-data,3,3,5,4,4,True
489,489,"150,0",25,1999,No,no-data,1127.0,18,1,Life Sciences,2,Male,52.0,3,1, Laboratory Technician ,3,Married,13257.0,0,No,12,3,3,1,no-data,2,3,5,1,2,True
490,490,"198,0",31,1993,No,travel_rarely,1427.0,2,1,no-data,2,Male,35.0,2,1, Laboratory Technician ,4,Single,11162.0,0,No,13,3,4,0,"6,0",3,3,5,1,2,True
491,491,"216,0",35,1989,No,travel_frequently,303.0,10,4,no-data,1,Female,75.0,3,1, Sales Representative ,3,no-data,11314.0,6,No,18,3,4,1,no-data,3,3,4,1,2,False
492,492,"230,0",39,1985,No,travel_rarely,702.0,1,4,Life Sciences,1,Female,46.0,2,2, Sales Executive ,4,Single,12930.0,4,no-data,22,3,3,0,"12,0",2,4,8,0,7,False
493,493,"270,0",43,1981,No,no-data,926.0,21,2,no-data,3,Female,36.0,3,2, Manufacturing Director ,3,Divorced,16439.0,2,no-data,16,3,2,1,"11,0",5,3,5,0,2,False
494,494,"277,0",35,1989,No,no-data,878.0,10,4,no-data,4,Male,43.0,3,1, Research Scientist ,3,Divorced,5972.0,1,Yes,17,3,4,1,no-data,4,4,5,2,0,True
495,495,"299,0",31,1993,Yes,no-data,334.0,26,4,no-data,3,Female,52.0,2,2, Sales Executive ,1,no-data,22967.0,5,no-data,15,3,3,0,"9,0",5,2,6,0,1,True
496,496,"315,0",30,1994,Yes,travel_rarely,896.0,13,1,Medical,1,Male,86.0,2,1, Research Scientist ,4,Single,14961.0,1,no-data,13,3,3,0,"4,0",3,3,4,0,1,True
497,497,"330,0",33,1991,No,no-data,1401.0,4,2,no-data,3,Female,56.0,3,1, Sales Representative ,2,Married,20990.0,2,No,11,3,1,1,no-data,5,3,4,1,2,False
498,498,"369,0",26,1998,No,no-data,675.0,5,2,Life Sciences,2,Male,85.0,4,2, Healthcare Representative ,1,no-data,18384.0,1,No,12,3,4,2,"6,0",2,3,6,1,5,True
499,499,"386,0",54,1970,No,no-data,1070.0,3,4,no-data,3,Male,45.0,3,4, Research Director ,3,Married,21016.0,3,Yes,16,3,4,3,"21,0",5,2,5,1,3,True
500,500,"390,0",27,1997,No,no-data,496.0,11,2,Medical,1,Male,60.0,3,2, Healthcare Representative ,1,Married,22722.0,1,no-data,13,3,3,1,"5,0",3,3,5,3,3,True
501,501,"412,0",29,1995,No,travel_rarely,1476.0,16,2,Medical,2,Male,68.0,4,2, Healthcare Representative ,1,Single,4824.0,0,no-data,19,3,3,0,"9,0",2,3,8,0,7,True
502,502,"422,0",59,1965,No,no-data,390.0,1,4,Life Sciences,4,Male,32.0,1,2, Healthcare Representative ,3,Divorced,17056.0,2,Yes,13,3,4,1,no-data,2,3,5,1,2,True
503,503,"434,0",28,1996,No,travel_rarely,1220.0,5,3,no-data,3,Female,85.0,3,1, Research Scientist ,2,Single,20938.0,1,no-data,12,3,2,0,"4,0",2,3,4,1,2,True
504,504,"450,0",55,1969,No,travel_frequently,928.0,20,4,Life Sciences,4,Female,31.0,3,2, Research Scientist ,3,no-data,16885.0,3,no-data,12,3,4,0,"20,0",4,2,4,0,3,False
505,505,"469,0",30,1994,No,non-travel,746.0,2,3,Life Sciences,4,Male,61.0,3,2, Sales Executive ,3,no-data,16928.0,1,no-data,14,3,1,1,no-data,3,2,4,0,2,True
506,506,"491,0",51,1973,No,travel_rarely,1046.0,10,3,no-data,4,Male,100.0,2,3, Healthcare Representative ,4,no-data,2755.0,6,No,15,3,4,0,"20,0",2,3,4,1,3,False
507,507,"554,0",25,1999,Yes,travel_rarely,1448.0,1,1,Technical Degree,1,Female,62.0,3,1, Sales Representative ,2,Single,21972.0,1,Yes,16,3,2,0,"6,0",4,3,5,1,4,True
508,508,"579,0",35,1989,No,no-data,1303.0,2,4,no-data,4,Male,62.0,2,1, Research Scientist ,3,no-data,8416.0,3,no-data,12,3,3,1,"14,0",3,3,7,5,7,True
509,509,"592,0",37,1987,No,non-travel,635.0,30,4,Medical,2,Male,32.0,3,3, Sales Executive ,4,Single,15318.0,1,no-data,14,3,4,0,no-data,3,2,10,9,7,True
510,510,"599,0",42,1982,No,non-travel,267.0,10,2,no-data,4,Male,46.0,3,2, Sales Executive ,4,Single,13430.0,7,No,14,3,4,0,no-data,3,3,14,1,10,True
511,511,"641,0",27,1997,No,travel_rarely,703.0,28,2,Marketing,1,Male,66.0,3,2, Sales Executive ,2,Married,7428.0,1,no-data,20,4,4,2,no-data,5,4,5,1,4,True
512,512,"655,0",28,1996,No,no-data,798.0,6,4,no-data,1,Female,66.0,2,1, Research Scientist ,3,Divorced,5013.0,0,No,12,3,3,2,"6,0",5,2,5,0,3,True
513,513,"667,0",28,1996,Yes,travel_rarely,1420.0,2,1,Marketing,3,Male,85.0,3,1, Sales Representative ,1,Divorced,16346.0,0,No,11,3,2,1,"5,0",3,3,4,0,2,True
514,514,"758,0",24,2000,No,travel_rarely,650.0,49,1,no-data,2,Male,37.0,3,1, Laboratory Technician ,1,no-data,4344.0,1,No,14,3,4,1,"5,0",2,4,4,0,2,True
515,515,"760,0",40,1984,No,travel_rarely,141.0,24,3,no-data,3,Female,44.0,4,2, Human Resources ,2,no-data,18767.0,9,no-data,15,3,3,1,no-data,3,1,8,3,6,False
516,516,"791,0",53,1971,No,non-travel,715.0,19,4,Medical,4,Male,41.0,3,1, Research Scientist ,4,no-data,26589.0,0,No,18,3,1,1,no-data,3,3,4,1,2,True
517,517,"796,0",27,1997,Yes,no-data,589.0,8,3,no-data,4,Male,46.0,2,2, Sales Executive ,1,Single,3064.0,6,No,17,3,3,0,no-data,2,2,4,1,2,True
518,518,"799,0",55,1969,No,no-data,376.0,19,4,no-data,4,Female,32.0,3,2, Manufacturing Director ,1,Divorced,22670.0,9,Yes,11,3,2,2,no-data,4,3,5,1,4,True
519,519,"815,0",51,1973,No,travel_rarely,691.0,2,3,no-data,3,Male,64.0,3,4, Research Director ,3,no-data,6881.0,5,no-data,16,3,4,0,no-data,3,3,4,0,3,False
520,520,"827,0",43,1981,No,no-data,932.0,1,2,Life Sciences,4,Female,43.0,2,2, Manufacturing Director ,4,Married,4051.0,9,no-data,13,3,4,1,"8,0",4,3,4,0,2,False
521,521,"865,0",33,1991,No,no-data,638.0,8,2,no-data,3,Female,91.0,4,2, Research Scientist ,3,Married,22162.0,5,no-data,12,3,3,1,"9,0",3,2,5,1,3,True
522,522,"894,0",43,1981,No,no-data,1265.0,3,3,no-data,3,Female,95.0,4,2, Laboratory Technician ,4,Married,23726.0,2,Yes,13,3,2,1,"17,0",1,2,5,1,3,True
523,523,"983,0",39,1985,No,non-travel,152.0,10,3,no-data,3,Female,85.0,3,2, Sales Executive ,4,no-data,19899.0,1,Yes,13,3,2,0,"6,0",1,3,5,1,3,True
524,524,"996,0",46,1978,No,travel_rarely,974.0,1,4,no-data,4,Female,91.0,3,1, Laboratory Technician ,4,Divorced,11005.0,3,No,14,3,4,2,"8,0",2,3,5,0,2,False
525,525,"1011,0",32,1992,No,travel_frequently,853.0,1,1,no-data,3,Female,32.0,3,2, Manufacturing Director ,1,no-data,11275.0,1,No,12,3,3,1,"4,0",1,3,4,0,3,False
